"genes","task_id","curr_size","top_cluster_gr10","glm_coef_gr10","seed_number"
"HLA-DRB1",1,10,"NoSig",0,989
"HMGB2",1,10,"NoSig",0,989
"HMGCS1",1,10,"NoSig",0,989
"HMGN2",1,10,"NoSig",0,989
"HPGDS",1,10,"NoSig",0,989
"HSD17B2",1,10,"c1",0.341551858685186,989
"HSP90AA1",1,10,"NoSig",0,989
"HSP90AB1",1,10,"NoSig",0,989
"HSP90B1",1,10,"NoSig",0,989
"HSPA1A",1,10,"NoSig",0,989
"HSPB1",1,10,"NoSig",0,989
"HSPG2",1,10,"NoSig",0,989
"HTT",1,10,"NoSig",0,989
"IAPP",1,10,"NoSig",0,989
"ICA1",1,10,"NoSig",0,989
"ICAM1",1,10,"NoSig",0,989
"ICAM2",1,10,"NoSig",0,989
"ICAM3",1,10,"NoSig",0,989
"ICOS",1,10,"NoSig",0,989
"ICOSLG",1,10,"NoSig",0,989
"IDO1",1,10,"NoSig",0,989
"IER3",1,10,"NoSig",0,989
"IFI27",1,10,"NoSig",0,989
"IFI44L",1,10,"NoSig",0,989
"IFI6",1,10,"NoSig",0,989
"IFIH1",1,10,"NoSig",0,989
"IFIT1",1,10,"NoSig",0,989
"IFIT3",1,10,"NoSig",0,989
"IFITM1",1,10,"NoSig",0,989
"IFITM3",1,10,"NoSig",0,989
"IFNA1",1,10,"NoSig",0,989
"IFNAR1",1,10,"NoSig",0,989
"IFNAR2",1,10,"NoSig",0,989
"IFNG",1,10,"NoSig",0,989
"IFNGR1",1,10,"NoSig",0,989
"IFNGR2",1,10,"NoSig",0,989
"IFNL3",1,10,"NoSig",0,989
"IGF1",1,10,"c1",0.15422463136543,989
"IGF1R",1,10,"NoSig",0,989
"IGF2",1,10,"NoSig",0,989
"IGF2R",1,10,"NoSig",0,989
"IGFBP3",1,10,"c2",3.62685092047091,989
"IGFBP5",1,10,"c2",3.33643305822486,989
"IGFBP6",1,10,"NoSig",0,989
"IGFBP7",1,10,"c10",10.1608851346601,989
"IGHA1",1,10,"c7",5.93065251500062,989
"IGHD",1,10,"NoSig",0,989
"IGHG1",1,10,"c7",9.29331925824843,989
"IGHG2",1,10,"NoSig",0,989
"IGHM",1,10,"c7",22.2697346268685,989
"IGKC",1,10,"c10",7.81101865454008,989
"IKZF3",1,10,"NoSig",0,989
"IL10",1,10,"NoSig",0,989
"IL10RA",1,10,"NoSig",0,989
"IL10RB",1,10,"NoSig",0,989
"IL11",1,10,"NoSig",0,989
"IL11RA",1,10,"NoSig",0,989
"IL12A",1,10,"NoSig",0,989
"IL12B",1,10,"NoSig",0,989
"IL12RB1",1,10,"NoSig",0,989
"IL12RB2",1,10,"NoSig",0,989
"IL13RA1",1,10,"NoSig",0,989
"IL15",1,10,"NoSig",0,989
"IL15RA",1,10,"NoSig",0,989
"IL16",1,10,"NoSig",0,989
"IL17A",1,10,"NoSig",0,989
"IL17B",1,10,"NoSig",0,989
"IL17D",1,10,"NoSig",0,989
"IL17RA",1,10,"NoSig",0,989
"IL17RB",1,10,"NoSig",0,989
"IL17RE",1,10,"NoSig",0,989
"IL18",1,10,"NoSig",0,989
"IL18R1",1,10,"NoSig",0,989
"IL1A",1,10,"NoSig",0,989
"IL1B",1,10,"NoSig",0,989
"IL1R1",1,10,"NoSig",0,989
"IL1R2",1,10,"NoSig",0,989
"IL1RAP",1,10,"c1",0.192079400668028,989
"IL1RL1",1,10,"NoSig",0,989
"IL1RN",1,10,"NoSig",0,989
"IL2",1,10,"NoSig",0,989
"IL20",1,10,"NoSig",0,989
"IL20RA",1,10,"NoSig",0,989
"IL22RA1",1,10,"NoSig",0,989
"IL23A",1,10,"NoSig",0,989
"IL24",1,10,"NoSig",0,989
"IL27RA",1,10,"NoSig",0,989
"IL2RA",1,10,"NoSig",0,989
"IL2RB",1,10,"NoSig",0,989
"IL2RG",1,10,"NoSig",0,989
"IL32",1,10,"NoSig",0,989
"IL33",1,10,"NoSig",0,989
"IL34",1,10,"NoSig",0,989
"IL36G",1,10,"NoSig",0,989
"IL3RA",1,10,"NoSig",0,989
"IL4R",1,10,"NoSig",0,989
"IL6",1,10,"NoSig",0,989
"IL6R",1,10,"NoSig",0,989
"IL6ST",1,10,"NoSig",0,989
"IL7",1,10,"NoSig",0,989
"IL7R",1,10,"c4",1.48781357669379,989
"INHA",1,10,"NoSig",0,989
"INHBA",1,10,"c2",0.201319581472801,989
"INHBB",1,10,"c1",0.0705564491118061,989
"INS",1,10,"NoSig",0,989
"INSIG1",1,10,"NoSig",0,989
"INSR",1,10,"NoSig",0,989
"IRF3",1,10,"NoSig",0,989
"IRF4",1,10,"NoSig",0,989
"ISG15",1,10,"NoSig",0,989
"ITGA1",1,10,"NoSig",0,989
"ITGA2",1,10,"NoSig",0,989
"ITGA3",1,10,"NoSig",0,989
"ITGA5",1,10,"c2",0.884819045618978,989
"ITGA6",1,10,"NoSig",0,989
"ITGA8",1,10,"NoSig",0,989
"ITGA9",1,10,"NoSig",0,989
"ITGAE",1,10,"NoSig",0,989
"ITGAL",1,10,"NoSig",0,989
"ITGAM",1,10,"NoSig",0,989
"ITGAV",1,10,"NoSig",0,989
"ITGAX",1,10,"c2",0.163212926328977,989
"ITGB1",1,10,"NoSig",0,989
"ITGB2",1,10,"NoSig",0,989
"ITGB4",1,10,"NoSig",0,989
"ITGB5",1,10,"NoSig",0,989
"ITGB6",1,10,"NoSig",0,989
"ITGB8",1,10,"NoSig",0,989
"ITK",1,10,"NoSig",0,989
"ITM2A",1,10,"NoSig",0,989
"ITM2B",1,10,"NoSig",0,989
"JAG1",1,10,"NoSig",0,989
"JAK1",1,10,"NoSig",0,989
"JAK2",1,10,"NoSig",0,989
"JCHAIN",1,10,"c7",3.40716468248146,989
"JUN",1,10,"c2",5.73585475848165,989
"JUNB",1,10,"c1",0.18323023452578,989
"KDR",1,10,"NoSig",0,989
"KIT",1,10,"NoSig",0,989
"KITLG",1,10,"NoSig",0,989
"KLF2",1,10,"c3",0.402392111566039,989
"KLK3",1,10,"NoSig",0,989
"KLRB1",1,10,"NoSig",0,989
"KLRF1",1,10,"NoSig",0,989
"KLRK1",1,10,"NoSig",0,989
"KRAS",1,10,"NoSig",0,989
"KRT1",1,10,"NoSig",0,989
"KRT10",1,10,"NoSig",0,989
"KRT13",1,10,"NoSig",0,989
"KRT14",1,10,"NoSig",0,989
"KRT15",1,10,"NoSig",0,989
"KRT16",1,10,"NoSig",0,989
"KRT17",1,10,"NoSig",0,989
"KRT18",1,10,"NoSig",0,989
"KRT19",1,10,"c2",0.429824753687459,989
"KRT20",1,10,"NoSig",0,989
"KRT23",1,10,"NoSig",0,989
"KRT4",1,10,"NoSig",0,989
"KRT5",1,10,"NoSig",0,989
"KRT6A",1,10,"NoSig",0,989
"KRT7",1,10,"NoSig",0,989
"KRT8",1,10,"NoSig",0,989
"KRT80",1,10,"NoSig",0,989
"KRT86",1,10,"NoSig",0,989
"LAG3",1,10,"NoSig",0,989
"LAIR1",1,10,"NoSig",0,989
"LAMA4",1,10,"NoSig",0,989
"LAMP2",1,10,"NoSig",0,989
"LAMP3",1,10,"NoSig",0,989
"LCN2",1,10,"NoSig",0,989
"LDB2",1,10,"NoSig",0,989
"LDHA",1,10,"c2",4.94922118832909,989
"LDLR",1,10,"c1",0.100690391171191,989
"LEFTY1",1,10,"NoSig",0,989
"LEP",1,10,"NoSig",0,989
"LGALS1",1,10,"c2",2.66357610796542,989
"LGALS3",1,10,"c2",1.48654403149158,989
"LGALS3BP",1,10,"NoSig",0,989
"LGALS9",1,10,"NoSig",0,989
"LGR5",1,10,"NoSig",0,989
"LIF",1,10,"NoSig",0,989
"LIFR",1,10,"NoSig",0,989
"LINC01781",1,10,"NoSig",0,989
"LINC01857",1,10,"NoSig",0,989
"LINC02446",1,10,"NoSig",0,989
"LMNA",1,10,"NoSig",0,989
